co_municipio,no_municipio,sg_uf,categoria,no_regiao_turistica
4311270,Lagoa dos Três Cantos,RS,Município com oferta turística complementar,Rota das Terras Encantadas
4311254,Lagoão,RS,Município de apoio ao turismo,Centro-Serra
4311403,Lajeado,RS,Município turístico,Vale do Taquari
4311502,Lavras do Sul,RS,Município de apoio ao turismo,Pampa Gaúcho
4311627,Lindolfo Collor,RS,Município com oferta turística complementar,Vale Germânico
4311643,Linha Nova,RS,Município com oferta turística complementar,Vale da Felicidade
4311700,Machadinho,RS,Município com oferta turística complementar,Rota das Araucárias
4311791,Maratá,RS,Município com oferta turística complementar,Vale da Felicidade
4311809,Marau,RS,Município turístico,Uva e Vinho
4311908,Marcelino Ramos,RS,Município com oferta turística complementar,Rota Termas e Lagos
4312005,Mariano Moro,RS,Município com oferta turística complementar,Rota Termas e Lagos
4312054,Marques de Souza,RS,Município turístico,Vale do Taquari
4312104,Mata,RS,Município de apoio ao turismo,Vale do Jaguarí
4312153,Mato Leitão,RS,Município com oferta turística complementar,Vale do Rio Pardo
4312179,Mato Queimado,RS,Município com oferta turística complementar,Rota Missões
4312203,Maximiliano de Almeida,RS,Município de apoio ao turismo,Rota das Araucárias
4312252,Minas do Leão,RS,Município com oferta turística complementar,Imperial Carbonífera
4312302,Miraguaí,RS,Município de apoio ao turismo,Rota do Yucumã
4312351,Montauri,RS,Município de apoio ao turismo,Região Turística das Cascatas
4312377,Monte Alegre dos Campos,RS,Município de apoio ao turismo,Campos de Cima da Serra
4312385,Monte Belo do Sul,RS,Município com oferta turística complementar,Uva e Vinho
4312401,Montenegro,RS,Município com oferta turística complementar,Vale da Felicidade
4312443,Morrinhos do Sul,RS,Município com oferta turística complementar,Litoral Norte Gaúcho
4312450,Morro Redondo,RS,Município com oferta turística complementar,Costa Doce Gaúcha
4312609,Muçum,RS,Município com oferta turística complementar,Vale do Taquari
4312617,Muitos Capões,RS,Município de apoio ao turismo,Campos de Cima da Serra
4312625,Muliterno,RS,Município com oferta turística complementar,Região Turística das Cascatas
4312674,Nicolau Vergueiro,RS,Município com oferta turística complementar,Alto da Serra do Botucaraí
4312708,Nonoai,RS,Município com oferta turística complementar,Rota Águas e Pedras
4312757,Nova Alvorada,RS,Município de apoio ao turismo,Região Turística das Cascatas
4312807,Nova Araçá,RS,Município com oferta turística complementar,Uva e Vinho
4312906,Nova Bassano,RS,Município turístico,Uva e Vinho
4313011,Nova Candelária,RS,Município com oferta turística complementar,Rota do Rio Uruguai
4313037,Nova Esperança do Sul,RS,Município de apoio ao turismo,Vale do Jaguarí
4313060,Nova Hartz,RS,Município com oferta turística complementar,Vale Germânico
4313086,Nova Pádua,RS,Município com oferta turística complementar,Uva e Vinho
4313102,Nova Palma,RS,Município com oferta turística complementar,Região Turística da Quarta Colônia
4313201,Nova Petrópolis,RS,Município turístico,Hortênsias
4313300,Nova Prata,RS,Município turístico,Uva e Vinho
4313359,Nova Roma do Sul,RS,Município turístico,Uva e Vinho
4313490,Novo Barreiro,RS,Município com oferta turística complementar,Cultura e Tradição
4313391,Novo Cabrais,RS,Município com oferta turística complementar,Centro-Serra
4313409,Novo Hamburgo,RS,Município turístico,Vale Germânico
4313508,Osório,RS,Município com oferta turística complementar,Litoral Norte Gaúcho
4313607,Paim Filho,RS,Município de apoio ao turismo,Rota das Araucárias
4313953,Pantano Grande,RS,Município com oferta turística complementar,Vale do Rio Pardo
4314035,Pareci Novo,RS,Município com oferta turística complementar,Vale da Felicidade
4314050,Parobé,RS,Município com oferta turística complementar,Vale do Paranhana
4314068,Passa Sete,RS,Município de apoio ao turismo,Centro-Serra
4314076,Passo do Sobrado,RS,Município com oferta turística complementar,Vale do Rio Pardo
4314100,Passo Fundo,RS,Município turístico,Cultura e Tradição
4314159,Paverama,RS,Município com oferta turística complementar,Vale do Taquari
4314407,Pelotas,RS,Município turístico,Costa Doce Gaúcha
4314423,Picada Café,RS,Município turístico,Hortênsias
4314464,Pinhal da Serra,RS,Município de apoio ao turismo,Campos de Cima da Serra
4314472,Pinhal Grande,RS,Município com oferta turística complementar,Região Turística da Quarta Colônia
4314548,Pinto Bandeira,RS,Município de apoio ao turismo,Uva e Vinho
4314605,Piratini,RS,Município com oferta turística complementar,Costa Doce Gaúcha
4314704,Planalto,RS,Município com oferta turística complementar,Rota Águas e Pedras
4314753,Poço das Antas,RS,Município com oferta turística complementar,Vale do Taquari
4314787,Ponte Preta,RS,Município com oferta turística complementar,Rota Termas e Lagos
4314902,Porto Alegre,RS,Município turístico,Delta do Jacuí
4315008,Porto Lucena,RS,Município de apoio ao turismo,Rota do Rio Uruguai
4315057,Porto Mauá,RS,Município com oferta turística complementar,Rota do Rio Uruguai
4315131,Pouso Novo,RS,Município com oferta turística complementar,Vale do Taquari
4315149,Presidente Lucena,RS,Município com oferta turística complementar,Vale Germânico
4315156,Progresso,RS,Município com oferta turística complementar,Vale do Taquari
4315172,Protásio Alves,RS,Município com oferta turística complementar,Uva e Vinho
4315206,Putinga,RS,Município com oferta turística complementar,Vale do Taquari
4315305,Quaraí,RS,Município com oferta turística complementar,Fronteira
4315321,Quevedos,RS,Município de apoio ao turismo,Central
4315354,Quinze de Novembro,RS,Município com oferta turística complementar,Rota das Terras Encantadas
4315453,Relvado,RS,Município com oferta turística complementar,Vale do Taquari
4315503,Restinga Seca,RS,Município com oferta turística complementar,Região Turística da Quarta Colônia
4315701,Rio Pardo,RS,Município com oferta turística complementar,Vale do Rio Pardo
4315750,Riozinho,RS,Município com oferta turística complementar,Vale do Paranhana
4315958,Rolador,RS,Município de apoio ao turismo,Rota Missões
4316006,Rolante,RS,Município com oferta turística complementar,Vale do Paranhana
4316204,Rondinha,RS,Município de apoio ao turismo,
4316303,Roque Gonzales,RS,Município com oferta turística complementar,Rota Missões
4316436,Saldanha Marinho,RS,Município com oferta turística complementar,Rota das Terras Encantadas
4316477,Salvador das Missões,RS,Município com oferta turística complementar,Rota Missões
4316600,Sananduva,RS,Município com oferta turística complementar,Rota das Araucárias
4316709,Santa Bárbara do Sul,RS,Município com oferta turística complementar,Rota das Terras Encantadas
4316733,Santa Cecília do Sul,RS,Município de apoio ao turismo,Rota das Araucárias
4316758,Santa Clara do Sul,RS,Município com oferta turística complementar,Vale do Taquari
4316808,Santa Cruz do Sul,RS,Município turístico,Vale do Rio Pardo
4316907,Santa Maria,RS,Município turístico,Central
4317103,SantAna do Livramento,RS,Município turístico,Pampa Gaúcho
4317202,Santa Rosa,RS,Município com oferta turística complementar,Rota do Rio Uruguai
4317251,Santa Tereza,RS,Município com oferta turística complementar,Uva e Vinho
4317301,Santa Vitória do Palmar,RS,Município turístico,Costa Doce Gaúcha
4317509,Santo Ângelo,RS,Município turístico,Rota Missões
4317608,Santo Antônio da Patrulha,RS,Município turístico,Litoral Norte Gaúcho
4317707,Santo Antônio das Missões,RS,Município de apoio ao turismo,Rota Missões
4317558,Santo Antônio do Palma,RS,Município de apoio ao turismo,Região Turística das Cascatas
4317806,Santo Augusto,RS,Município com oferta turística complementar,Rota do Yucumã
4317905,Santo Cristo,RS,Município com oferta turística complementar,Rota do Rio Uruguai
4318200,São Francisco de Paula,RS,Município com oferta turística complementar,Hortênsias
4318408,São Jerônimo,RS,Município de apoio ao turismo,Imperial Carbonífera
4318424,São João da Urtiga,RS,Município de apoio ao turismo,Rota das Araucárias
4318432,São João do Polêsine,RS,Município com oferta turística complementar,Região Turística da Quarta Colônia
4318440,São Jorge,RS,Município de apoio ao turismo,Uva e Vinho
4318465,São José do Herval,RS,Município com oferta turística complementar,
4318481,São José do Hortêncio,RS,Município com oferta turística complementar,Vale Germânico
4318507,São José do Norte,RS,Município com oferta turística complementar,Costa Doce Gaúcha
4318606,São José do Ouro,RS,Município com oferta turística complementar,Rota das Araucárias
4318622,São José dos Ausentes,RS,Município com oferta turística complementar,Campos de Cima da Serra
4318705,São Leopoldo,RS,Município turístico,Vale Germânico
4318804,São Lourenço do Sul,RS,Município turístico,Costa Doce Gaúcha
4318903,São Luiz Gonzaga,RS,Município com oferta turística complementar,Rota Missões
4319000,São Marcos,RS,Município turístico,Uva e Vinho
4319109,São Martinho,RS,Município com oferta turística complementar,Rota do Yucumã
4319158,São Miguel das Missões,RS,Município com oferta turística complementar,Rota Missões
4319208,São Nicolau,RS,Município de apoio ao turismo,Rota Missões
4319307,São Paulo das Missões,RS,Município de apoio ao turismo,Rota Missões
4319505,São Sebastião do Caí,RS,Município com oferta turística complementar,Vale da Felicidade
4319711,São Valentim do Sul,RS,Município com oferta turística complementar,Uva e Vinho
4319752,São Vendelino,RS,Município turístico,Uva e Vinho
4320008,Sapucaia do Sul,RS,Município turístico,Delta do Jacuí
4320107,Sarandi,RS,Município com oferta turística complementar,Cultura e Tradição
4320321,Senador Salgado Filho,RS,Município de apoio ao turismo,Rota do Rio Uruguai
4320404,Serafina Corrêa,RS,Município turístico,Uva e Vinho
4320453,Sério,RS,Município com oferta turística complementar,Vale do Taquari
4320503,Sertão,RS,Município com oferta turística complementar,Rota Termas e Lagos
4320552,Sertão Santana,RS,Município com oferta turística complementar,Costa Doce Gaúcha
4320602,Severiano de Almeida,RS,Município com oferta turística complementar,Rota Termas e Lagos
4320651,Silveira Martins,RS,Município com oferta turística complementar,Região Turística da Quarta Colônia
4320677,Sinimbu,RS,Município de apoio ao turismo,Vale do Rio Pardo
4320701,Sobradinho,RS,Município com oferta turística complementar,Centro-Serra
4320800,Soledade,RS,Município turístico,Alto da Serra do Botucaraí
4320859,Tabaí,RS,Município com oferta turística complementar,Vale do Taquari
4320909,Tapejara,RS,Município com oferta turística complementar,Rota das Araucárias
4321006,Tapera,RS,Município com oferta turística complementar,Rota das Terras Encantadas
4321204,Taquara,RS,Município com oferta turística complementar,Vale do Paranhana
4321303,Taquari,RS,Município turístico,Vale do Taquari
4321329,Taquaruçu do Sul,RS,Município com oferta turística complementar,Rota Águas e Pedras
4321352,Tavares,RS,Município com oferta turística complementar,Costa Doce Gaúcha
4321436,Terra de Areia,RS,Município com oferta turística complementar,Litoral Norte Gaúcho
4321451,Teutônia,RS,Município turístico,Vale do Taquari
4321493,Toropi,RS,Município de apoio ao turismo,Central
4321501,Torres,RS,Município turístico,Litoral Norte Gaúcho
4321600,Tramandaí,RS,Município turístico,Litoral Norte Gaúcho
4321626,Travesseiro,RS,Município com oferta turística complementar,Vale do Taquari
4321634,Três Arroios,RS,Município com oferta turística complementar,Rota Termas e Lagos
4321667,Três Cachoeiras,RS,Município turístico,Litoral Norte Gaúcho
4321709,Três Coroas,RS,Município turístico,Vale do Paranhana
4321832,Três Forquilhas,RS,Município com oferta turística complementar,Litoral Norte Gaúcho
4321907,Três Passos,RS,Município turístico,Rota do Yucumã
4321956,Trindade do Sul,RS,Município com oferta turística complementar,Rota Águas e Pedras
4322004,Triunfo,RS,Município turístico,Imperial Carbonífera
4322103,Tucunduva,RS,Município com oferta turística complementar,Rota do Rio Uruguai
4322202,Tupanciretã,RS,Município de apoio ao turismo,Central
4322301,Tuparendi,RS,Município com oferta turística complementar,Rota do Rio Uruguai
4322343,Ubiretama,RS,Município de apoio ao turismo,Rota Missões
4322350,União da Serra,RS,Município com oferta turística complementar,Uva e Vinho
4322376,Unistalda,RS,Município com oferta turística complementar,Vale do Jaguarí
4322400,Uruguaiana,RS,Município turístico,Fronteira
4322509,Vacaria,RS,Município turístico,Campos de Cima da Serra
4322533,Vale do Sol,RS,Município com oferta turística complementar,Vale do Rio Pardo
4322541,Vale Real,RS,Município com oferta turística complementar,Vale da Felicidade
4322525,Vale Verde,RS,Município com oferta turística complementar,Vale do Rio Pardo
4322558,Vanini,RS,Município de apoio ao turismo,Região Turística das Cascatas
4322608,Venâncio Aires,RS,Município turístico,Vale do Rio Pardo
4322707,Vera Cruz,RS,Município com oferta turística complementar,Vale do Rio Pardo
4322806,Veranópolis,RS,Município turístico,Uva e Vinho
4322855,Vespasiano Correa,RS,Município com oferta turística complementar,Vale do Taquari
4322905,Viadutos,RS,Município de apoio ao turismo,Rota Termas e Lagos
4323002,Viamão,RS,Município turístico,Delta do Jacuí
4323101,Vicente Dutra,RS,Município com oferta turística complementar,Rota Águas e Pedras
4323200,Victor Graeff,RS,Município com oferta turística complementar,Rota das Terras Encantadas
4323309,Vila Flores,RS,Município turístico,Uva e Vinho
4323358,Vila Lângaro,RS,Município de apoio ao turismo,Rota das Araucárias
4323408,Vila Maria,RS,Município com oferta turística complementar,Uva e Vinho
4323606,Vista Alegre do Prata,RS,Município com oferta turística complementar,Uva e Vinho
4323705,Vista Gaúcha,RS,Município com oferta turística complementar,Rota do Yucumã
4323754,Vitória das Missões,RS,Município de apoio ao turismo,Rota Missões
4323770,Westfalia,RS,Município com oferta turística complementar,Vale do Taquari
4200101,Abelardo Luz,SC,Município de apoio ao turismo,Grande Oeste
4200200,Agrolândia,SC,Município turístico,Caminhos do Alto Vale
4200408,Água Doce,SC,Município com oferta turística complementar,Vale dos Imigrantes
4200507,Águas de Chapecó,SC,Município de apoio ao turismo,Vale das Águas
4200705,Alfredo Wagner,SC,Município com oferta turística complementar,Grande Florianópolis
4200754,Alto Bela Vista,SC,Município com oferta turística complementar,Vale dos Imigrantes
4200804,Anchieta,SC,Município com oferta turística complementar,Caminhos da Fronteira
4200903,Angelina,SC,Município com oferta turística complementar,Grande Florianópolis
4201109,Anitápolis,SC,Município com oferta turística complementar,Grande Florianópolis
4201307,Araquari,SC,Município com oferta turística complementar,Caminho dos Príncipes
4201406,Araranguá,SC,Município turístico,Caminho dos Canyons
4201505,Armazém,SC,Município com oferta turística complementar,Encantos do Sul
4201950,Balneário Arroio do Silva,SC,Município com oferta turística complementar,Caminho dos Canyons
4202057,Balneário Barra do Sul,SC,Município turístico,Caminho dos Príncipes
4202008,Balneário Camboriú,SC,Município turístico,Costa Verde & Mar
4212809,Balneário Piçarras,SC,Município turístico,Costa Verde & Mar
4202099,Barra Bonita,SC,Município de apoio ao turismo,Caminhos da Fronteira
4202107,Barra Velha,SC,Município turístico,Vale dos Encantos
4202206,Benedito Novo,SC,Município com oferta turística complementar,Vale Europeu
4202404,Blumenau,SC,Município turístico,Vale Europeu
4202438,Bocaina do Sul,SC,Município com oferta turística complementar,Serra Catarinense
4202453,Bombinhas,SC,Município turístico,Costa Verde & Mar
4202602,Bom Retiro,SC,Município com oferta turística complementar,Serra Catarinense
4202909,Brusque,SC,Município turístico,Vale Europeu
4203006,Caçador,SC,Município turístico,CAMINHOS DO CONTESTADO
4203105,Caibi,SC,Município com oferta turística complementar,Vale das Águas
4203204,Camboriú,SC,Município turístico,Costa Verde & Mar
4203303,Campo Alegre,SC,Município com oferta turística complementar,Caminho dos Príncipes
4203501,Campo Erê,SC,Município com oferta turística complementar,Caminhos da Fronteira
4203600,Campos Novos,SC,Município com oferta turística complementar,Vale dos Imigrantes
4203709,Canelinha,SC,Município com oferta turística complementar,Grande Florianópolis
4203907,Capinzal,SC,Município com oferta turística complementar,Vale dos Imigrantes
4204004,Catanduvas,SC,Município com oferta turística complementar,Vale dos Imigrantes
4204103,Caxambu do Sul,SC,Município com oferta turística complementar,Vale das Águas
4204194,Chapadão do Lageado,SC,Município com oferta turística complementar,Caminhos do Alto Vale
4204202,Chapecó,SC,Município turístico,Grande Oeste
4204301,Concórdia,SC,Município turístico,Vale dos Imigrantes
4204350,Cordilheira Alta,SC,Município turístico,Grande Oeste
4204509,Corupá,SC,Município turístico,Vale dos Encantos
4204707,Cunha Porã,SC,Município com oferta turística complementar,Vale das Águas
4204806,Curitibanos,SC,Município turístico,Vale dos Imigrantes
4204905,Descanso,SC,Município com oferta turística complementar,Caminhos da Fronteira
4205001,Dionísio Cerqueira,SC,Município com oferta turística complementar,Caminhos da Fronteira
4205159,Doutor Pedrinho,SC,Município com oferta turística complementar,Vale Europeu
4205308,Faxinal dos Guedes,SC,Município com oferta turística complementar,Grande Oeste
4205407,Florianópolis,SC,Município turístico,Grande Florianópolis
4205431,Formosa do Sul,SC,Município com oferta turística complementar,Vale das Águas
4205456,Forquilhinha,SC,Município com oferta turística complementar,Encantos do Sul
4205704,Garopaba,SC,Município turístico,Grande Florianópolis
4205803,Garuva,SC,Município turístico,Caminho dos Príncipes
4205902,Gaspar,SC,Município turístico,Vale Europeu
4206009,Governador Celso Ramos,SC,Município turístico,Grande Florianópolis
4206108,Grão Pará,SC,Município com oferta turística complementar,Encantos do Sul
4206207,Gravatal,SC,Município turístico,Encantos do Sul
4206306,Guabiruba,SC,Município turístico,Vale Europeu
4206405,Guaraciaba,SC,Município com oferta turística complementar,Caminhos da Fronteira
4206504,Guaramirim,SC,Município turístico,Vale dos Encantos
4206603,Guarujá do Sul,SC,Município com oferta turística complementar,Caminhos da Fronteira
4206652,Guatambú,SC,Município com oferta turística complementar,Grande Oeste
4206751,Ibiam,SC,Município de apoio ao turismo,Vale dos Imigrantes
4206900,Ibirama,SC,Município turístico,
4207007,Içara,SC,Município turístico,Encantos do Sul
4207205,Imaruí,SC,Município com oferta turística complementar,Encantos do Sul
4207304,Imbituba,SC,Município turístico,Encantos do Sul
4207403,Imbuia,SC,Município com oferta turística complementar,Caminhos do Alto Vale
4207502,Indaial,SC,Município turístico,Vale Europeu
4207601,Ipira,SC,Município com oferta turística complementar,Vale dos Imigrantes
4207809,Irani,SC,Município com oferta turística complementar,Vale dos Imigrantes
4207908,Irineópolis,SC,Município com oferta turística complementar,CAMINHOS DO CONTESTADO
4208005,Itá,SC,Município turístico,Vale dos Imigrantes
4208203,Itajaí,SC,Município turístico,Costa Verde & Mar
4208302,Itapema,SC,Município turístico,Costa Verde & Mar
4208401,Itapiranga,SC,Município com oferta turística complementar,Caminhos da Fronteira
4208450,Itapoá,SC,Município turístico,Caminho dos Príncipes
4208500,Ituporanga,SC,Município turístico,Caminhos do Alto Vale
4208708,Jacinto Machado,SC,Município com oferta turística complementar,Caminho dos Canyons
4208807,Jaguaruna,SC,Município turístico,Encantos do Sul
4208906,Jaraguá do Sul,SC,Município turístico,Vale dos Encantos
4208955,Jardinópolis,SC,Município de apoio ao turismo,Vale das Águas
4209003,Joaçaba,SC,Município turístico,Vale dos Imigrantes
4209102,Joinville,SC,Município turístico,Caminho dos Príncipes
4209409,Laguna,SC,Município turístico,Encantos do Sul
4209508,Laurentino,SC,Município turístico,Caminhos do Alto Vale
4209607,Lauro Muller,SC,Município turístico,Encantos do Sul
4209805,Leoberto Leal,SC,Município com oferta turística complementar,Caminhos do Alto Vale
4209904,Lontras,SC,Município turístico,Caminhos do Alto Vale
4210001,Luiz Alves,SC,Município turístico,Vale Europeu
4210209,Major Gercino,SC,Município de apoio ao turismo,Grande Florianópolis
4210308,Major Vieira,SC,Município de apoio ao turismo,CAMINHOS DO CONTESTADO
4210407,Maracajá,SC,Município turístico,Caminho dos Canyons
4210506,Maravilha,SC,Município turístico,Vale das Águas
4210803,Meleiro,SC,Município com oferta turística complementar,Caminho dos Canyons
4210852,Mirim Doce,SC,Município com oferta turística complementar,Caminhos do Alto Vale
4211009,Mondaí,SC,Município com oferta turística complementar,Vale das Águas
4211108,Monte Castelo,SC,Município de apoio ao turismo,CAMINHOS DO CONTESTADO
4211256,Morro Grande,SC,Município com oferta turística complementar,Caminho dos Canyons
4211306,Navegantes,SC,Município turístico,Costa Verde & Mar
4211405,Nova Erechim,SC,Município turístico,Vale das Águas
4211504,Nova Trento,SC,Município com oferta turística complementar,Grande Florianópolis
4211603,Nova Veneza,SC,Município turístico,Encantos do Sul
4211900,Palhoça,SC,Município turístico,Grande Florianópolis
4212007,Palma Sola,SC,Município com oferta turística complementar,Caminhos da Fronteira
4212106,Palmitos,SC,Município com oferta turística complementar,Vale das Águas
4212205,Papanduva,SC,Município de apoio ao turismo,CAMINHOS DO CONTESTADO
4212254,Passo de Torres,SC,Município turístico,Caminho dos Canyons
4212304,Paulo Lopes,SC,Município com oferta turística complementar,Grande Florianópolis
4212502,Penha,SC,Município turístico,Costa Verde & Mar
4212601,Peritiba,SC,Município com oferta turística complementar,Vale dos Imigrantes
4212700,Petrolândia,SC,Município com oferta turística complementar,Caminhos do Alto Vale
4212908,Pinhalzinho,SC,Município com oferta turística complementar,Vale das Águas
4213104,Piratuba,SC,Município turístico,Vale dos Imigrantes
4213203,Pomerode,SC,Município turístico,Vale Europeu
4213500,Porto Belo,SC,Município turístico,Costa Verde & Mar
4213906,Presidente Castello Branco,SC,Município com oferta turística complementar,Alto Uruguai Catarinense
4214102,Presidente Nereu,SC,Município de apoio ao turismo,Caminhos do Alto Vale
4214151,Princesa,SC,Município de apoio ao turismo,Caminhos da Fronteira
4214201,Quilombo,SC,Município com oferta turística complementar,Vale das Águas
4214300,Rancho Queimado,SC,Município com oferta turística complementar,Grande Florianópolis
4214508,Rio do Campo,SC,Município com oferta turística complementar,Caminhos do Alto Vale
4214607,Rio do Oeste,SC,Município de apoio ao turismo,Caminhos do Alto Vale
4214706,Rio dos Cedros,SC,Município com oferta turística complementar,Vale Europeu
4214805,Rio do Sul,SC,Município turístico,Caminhos do Alto Vale
4215000,Rio Negrinho,SC,Município turístico,Caminho dos Príncipes
4215059,Rio Rufino,SC,Município de apoio ao turismo,Serra Catarinense
4215109,Rodeio,SC,Município turístico,Vale Europeu
4215604,Santa Rosa de Lima,SC,Município com oferta turística complementar,Encantos do Sul
4215653,Santa Rosa do Sul,SC,Município com oferta turística complementar,Caminho dos Canyons
4215679,Santa Terezinha,SC,Município de apoio ao turismo,Caminhos do Alto Vale
4215703,Santo Amaro da Imperatriz,SC,Município turístico,Grande Florianópolis
4215802,São Bento do Sul,SC,Município turístico,Caminho dos Príncipes
4215901,São Bonifácio,SC,Município com oferta turística complementar,Grande Florianópolis
4216008,São Carlos,SC,Município com oferta turística complementar,Vale das Águas
4216206,São Francisco do Sul,SC,Município turístico,Caminho dos Príncipes
4216305,São João Batista,SC,Município com oferta turística complementar,Grande Florianópolis
4216255,São João do Oeste,SC,Município com oferta turística complementar,Vale das Águas
4216503,São Joaquim,SC,Município turístico,Serra Catarinense
4216909,São Lourenço do Oeste,SC,Município com oferta turística complementar,Grande Oeste
4217105,São Martinho,SC,Município com oferta turística complementar,Encantos do Sul
4217303,Saudades,SC,Município com oferta turística complementar,Vale das Águas
4217402,Schroeder,SC,Município com oferta turística complementar,Vale dos Encantos
4217501,Seara,SC,Município turístico,Alto Uruguai Catarinense
4217709,Sombrio,SC,Município turístico,Caminho dos Canyons
4217808,Taió,SC,Município com oferta turística complementar,Caminhos do Alto Vale
4217907,Tangará,SC,Município com oferta turística complementar,Vale dos Imigrantes
4218004,Tijucas,SC,Município turístico,Grande Florianópolis
4218103,Timbé do Sul,SC,Município com oferta turística complementar,Caminho dos Canyons
4218202,Timbó,SC,Município turístico,Vale Europeu
4218350,Treviso,SC,Município turístico,Encantos do Sul
4218400,Treze de Maio,SC,Município com oferta turística complementar,Encantos do Sul
4218707,Tubarão,SC,Município turístico,Encantos do Sul
4218756,Tunápolis,SC,Município com oferta turística complementar,Caminhos da Fronteira
4218905,Urubici,SC,Município turístico,Serra Catarinense
4218954,Urupema,SC,Município com oferta turística complementar,Serra Catarinense
4219002,Urussanga,SC,Município turístico,Encantos do Sul
4219101,Vargeão,SC,Município com oferta turística complementar,Grande Oeste
4219309,Videira,SC,Município turístico,Vale dos Imigrantes
2800308,Aracaju,SE,Município turístico,Polo Costa dos Coqueirais
2800506,Areia Branca,SE,Município de apoio ao turismo,Polo Serras Sergipanas
2800605,Barra dos Coqueiros,SE,Município com oferta turística complementar,Polo Costa dos Coqueirais
2800704,Brejo Grande,SE,Município de apoio ao turismo,Polo Costa dos Coqueirais
2801009,Campo do Brito,SE,Município com oferta turística complementar,Polo Serras Sergipanas
2801108,Canhoba,SE,Município de apoio ao turismo,Polo Velho Chico
2801207,Canindé de São Francisco,SE,Município de apoio ao turismo,Polo Velho Chico
2801306,Capela,SE,Município com oferta turística complementar,Polo dos Tabuleiros
2801504,Carmópolis,SE,Município com oferta turística complementar,Polo dos Tabuleiros
2801603,Cedro de São João,SE,Município com oferta turística complementar,Polo Velho Chico
2801900,Cumbe,SE,Município com oferta turística complementar,Polo dos Tabuleiros
2802106,Estância,SE,Município com oferta turística complementar,Polo Costa dos Coqueirais
2802403,Gararu,SE,Município de apoio ao turismo,Polo Velho Chico
2802809,Indiaroba,SE,Município com oferta turística complementar,Polo Costa dos Coqueirais
2802908,Itabaiana,SE,Município com oferta turística complementar,Polo Serras Sergipanas
2803005,Itabaianinha,SE,Município com oferta turística complementar,Polo Sertão das Águas
2803203,Itaporanga dAjuda,SE,Município com oferta turística complementar,Polo Costa dos Coqueirais
2803500,Lagarto,SE,Município com oferta turística complementar,Polo Sertão das Águas
2803609,Laranjeiras,SE,Município com oferta turística complementar,Polo Costa dos Coqueirais
2803708,Macambira,SE,Município com oferta turística complementar,Polo Serras Sergipanas
2803906,Malhador,SE,Município de apoio ao turismo,Polo Serras Sergipanas
2804003,Maruim,SE,Município com oferta turística complementar,Polo dos Tabuleiros
2804102,Moita Bonita,SE,Município com oferta turística complementar,Polo Serras Sergipanas
2804201,Monte Alegre de Sergipe,SE,Município de apoio ao turismo,Polo Velho Chico
2804300,Muribeca,SE,Município de apoio ao turismo,Polo dos Tabuleiros
2804409,Neópolis,SE,Município de apoio ao turismo,Polo Velho Chico
2804706,Nossa Senhora de Lourdes,SE,Município com oferta turística complementar,Polo Velho Chico
2804805,Nossa Senhora do Socorro,SE,Município turístico,Polo Costa dos Coqueirais
2804904,Pacatuba,SE,Município de apoio ao turismo,Polo Costa dos Coqueirais
2805109,Pedrinhas,SE,Município de apoio ao turismo,Polo Sertão das Águas
2805406,Poço Redondo,SE,Município de apoio ao turismo,Polo Velho Chico
2805604,Porto da Folha,SE,Município de apoio ao turismo,Polo Velho Chico
2805703,Propriá,SE,Município com oferta turística complementar,Polo Velho Chico
2805802,Riachão do Dantas,SE,Município de apoio ao turismo,Polo Sertão das Águas
2805901,Riachuelo,SE,Município com oferta turística complementar,Polo dos Tabuleiros
2806305,Santa Luzia do Itanhy,SE,Município de apoio ao turismo,Polo Costa dos Coqueirais
2806404,Santana do São Francisco,SE,Município com oferta turística complementar,Polo Velho Chico
2806701,São Cristóvão,SE,Município turístico,Polo Costa dos Coqueirais
2806800,São Domingos,SE,Município de apoio ao turismo,Polo Serras Sergipanas
2807105,Simão Dias,SE,Município de apoio ao turismo,Polo Sertão das Águas
2807204,Siriri,SE,Município com oferta turística complementar,Polo dos Tabuleiros
2807402,Tobias Barreto,SE,Município com oferta turística complementar,Polo Sertão das Águas
2807600,Umbaúba,SE,Município com oferta turística complementar,Polo Sertão das Águas
3500105,Adamantina,SP,Município turístico,Sol do Oeste
3500204,Adolfo,SP,Município com oferta turística complementar,"Águas, Sabores e Saberes"
3500303,Aguaí,SP,Município com oferta turística complementar,"Entre Rios, Serras e Cafés"
3500402,Águas da Prata,SP,Município com oferta turística complementar,"Entre Rios, Serras e Cafés"
3500501,Águas de Lindóia,SP,Município turístico,Circuito das Águas Paulista
3500550,Águas de Santa Bárbara,SP,Município com oferta turística complementar,ANGRA PAULISTA
3500600,Águas de São Pedro,SP,Município turístico,Serra do Itaqueri
3500709,Agudos,SP,Município com oferta turística complementar,Coração Paulista
3501004,Altinópolis,SP,Município com oferta turística complementar,Alta Mogiana
3501103,Alto Alegre,SP,Município de apoio ao turismo,Tietê Vivo
3501301,Álvares Machado,SP,Município com oferta turística complementar,Sol do Oeste
3501400,Álvaro de Carvalho,SP,Município de apoio ao turismo,Alto Cafezal
3501608,Americana,SP,Município turístico,Bem Viver
3501905,Amparo,SP,Município turístico,Circuito das Águas Paulista
3502002,Analândia,SP,Município com oferta turística complementar,Serra do Itaqueri
3502101,Andradina,SP,Município turístico,Pantanal Paulista
